close,priceEarningsRatio,rsi,macd_line,signal_line,pct_from_52_wk_high,numberAnalystsEstimatedEps,commonstocksharesoutstanding,alltime_high_price,m_returns
39.44,9.26527068369647,36.71454219030521,-2.2108655909341977,-2.345216713727467,-32.02344019303689,15.0,4729803000.0,0.0,-0.11668533034714446
39.48,9.26527068369647,37.751371115173676,-2.079139294390906,-2.292001229860155,-31.954498448810764,15.0,4729803000.0,0.0,0.05502028397565928
35.55,9.26527068369647,27.186440677966104,-2.265745309413788,-2.286750045770882,-38.72802481902793,15.0,4729803000.0,0.0,0.05502028397565928
37.06,9.26527068369647,32.02531645569621,-2.2656703034127545,-2.2825340972992567,-36.125473974491555,15.0,4729803000.0,0.0,0.05502028397565928
36.98,9.26527068369647,34.87250172294969,-2.2461736998117985,-2.275262017801765,-36.26335746294382,15.0,4729803000.0,0.0,0.05502028397565928
37.69,9.26527068369647,38.88140161725067,-2.1486629853117734,-2.249942211303767,-35.03964150293003,15.0,4729803000.0,0.0,0.05502028397565928
38.33,9.26527068369647,39.33110367892976,-1.9967253829506504,-2.1992988456331437,-33.93657359531197,15.0,4729803000.0,0.0,0.05502028397565928
38.45,9.26527068369647,43.57298474945536,-1.8453585961098753,-2.12851079572849,-33.72974836263357,15.0,4729803000.0,0.0,0.05502028397565928
38.07,9.26527068369647,45.662100456621005,-1.7360500469199849,-2.050018645966789,-34.3846949327818,15.0,4729803000.0,0.0,0.05502028397565928
37.5,9.26527068369647,49.26108374384237,-1.6760954850541765,-1.9752340137842666,-35.36711478800414,15.0,4729803000.0,0.0,0.05502028397565928
38.27,9.26527068369647,56.510851419031724,-1.5485972330504225,-1.8899066576374979,-34.039986211651154,15.0,4729803000.0,0.0,0.05502028397565928
38.74,9.26527068369647,47.21377912867277,-1.3935647309614367,-1.7906382723022856,-33.22992071699414,15.0,4729803000.0,0.0,0.05502028397565928
38.97,9.26527068369647,49.64467005076142,-1.2378718620203628,-1.6800849902459012,-32.8335056876939,15.0,4729803000.0,0.0,0.05502028397565928
39.21,9.26527068369647,50.744786494538225,-1.0826381685534798,-1.5605956259074172,-32.41985522233713,15.0,4729803000.0,0.0,0.05502028397565928
38.33,9.26527068369647,44.7492904446547,-1.0188780022355175,-1.4522521011730372,-33.93657359531197,15.0,4729803000.0,0.0,0.05502028397565928
38.48,9.26527068369647,45.318352059925104,-0.9453464986845717,-1.350870980675344,-33.67804205446399,15.0,4729803000.0,0.0,0.05502028397565928
38.17,9.26527068369647,68.55524079320112,-0.9016925115869938,-1.2610352868576742,-34.212340572216476,15.0,4729803000.0,0.0,0.05502028397565928
39.44,9.26527068369647,67.4486803519061,-0.7559044303955957,-1.1600091155652588,-32.02344019303689,15.0,4729803000.0,0.0,0.05502028397565928
39.08,9.26527068369647,64.7887323943662,-0.6617866524775948,-1.060364622947726,-32.64391589107205,15.0,4729803000.0,0.0,0.05502028397565928
38.67,9.26527068369647,57.20588235294121,-0.6132124771574894,-0.9709341937896786,-33.35056876938987,15.0,4729803000.0,0.0,0.05502028397565928
41.31,9.26527068369647,66.93181818181822,-0.3575693201157222,-0.8482612190548874,-28.800413650465355,15.0,4729803000.0,0.0,0.05502028397565928
41.61,9.26527068369647,67.59465478841871,-0.12927260938366913,-0.7044634971206438,-28.283350568769393,15.0,4729803000.0,0.0,0.05502028397565928
41.63,9.26527068369647,70.64965197215781,0.05266096864723124,-0.5530386039670688,-28.248879696656324,15.0,4729803000.0,0.0,0.04037490987743331
42.81,9.26527068369647,78.76489707475628,0.2887324503677817,-0.3846843931000987,-26.215098241985523,15.0,4729803000.0,0.0,0.04037490987743331
43.54,9.26527068369647,78.67247007616979,0.5286319594039028,-0.20202112259929839,-24.956911409858677,15.0,4729803000.0,0.0,0.04037490987743331
43.56,9.26527068369647,77.5743707093822,0.7121585609632106,-0.019185185886796574,-24.922440537745604,15.0,4729803000.0,0.0,0.04037490987743331
42.74,9.26527068369647,70.20364415862812,0.7824183364189281,0.14113551857434836,-26.335746294381245,15.0,4729803000.0,0.0,0.04037490987743331
42.6,9.26527068369647,68.36403033586134,0.8173806295945525,0.2763845407783892,-26.5770423991727,15.0,4729803000.0,0.0,0.04037490987743331
42.36,9.26527068369647,73.4575087310827,0.8163125615174067,0.3843701449261927,-26.990692864529475,15.0,4729803000.0,0.0,0.04037490987743331
42.72,9.26527068369647,74.09090909090912,0.8348909975080474,0.4744743154425637,-26.37021716649432,15.0,4729803000.0,0.0,0.04037490987743331
42.54,9.26527068369647,75.20184544405998,0.825573350520564,0.5446941224581638,-26.6804550155119,15.0,4729803000.0,0.0,0.04037490987743331
42.7,9.26527068369647,71.56084656084658,0.8216284891996466,0.6000809958064605,-26.404688038607375,15.0,4729803000.0,0.0,0.04037490987743331
42.61,9.26527068369647,74.21124828532234,0.8019950110798533,0.640463798861139,-26.559806963116174,15.0,4729803000.0,0.0,0.04037490987743331
42.73,9.26527068369647,78.99999999999993,0.7870457617144311,0.6697801914317975,-26.35298173043779,15.0,4729803000.0,0.0,0.04037490987743331
43.01,9.26527068369647,68.31896551724131,0.7887003867219846,0.6935642304898348,-25.870389520854886,15.0,4729803000.0,0.0,0.04037490987743331
42.76,9.26527068369647,62.52723311546836,0.7610656868079886,0.7070645217534656,-26.30127542226819,15.0,4729803000.0,0.0,0.04037490987743331
43.24,9.26527068369647,65.9405940594059,0.7690320536923778,0.719458028141248,-25.473974491554635,15.0,4729803000.0,0.0,0.04037490987743331
43.56,9.26527068369647,58.949880668257734,0.7920366767078661,0.7339737578545718,-24.922440537745604,15.0,4729803000.0,0.0,0.04037490987743331
43.58,9.26527068369647,50.57471264367814,0.8026296243501108,0.7477049311536795,-24.887969665632546,15.0,4729803000.0,0.0,0.04037490987743331
43.72,9.26527068369647,52.222222222222165,0.8129502571256637,0.7607539963480764,-24.646673560841094,15.0,4729803000.0,0.0,0.04037490987743331
43.29,9.26527068369647,58.566978193146355,0.7774698382788614,0.7640971647342334,-25.38779731127198,15.0,4729803000.0,0.0,0.04037490987743331
43.74,19.200037348845257,66.19318181818178,0.7767091700851694,0.7666195658044206,-24.612202688728026,15.0,4607284000.0,0.0,0.09702009702009717
43.96,19.200037348845257,72.85714285714283,0.7848116759723283,0.7702579878380021,-24.23302309548432,15.0,4607284000.0,0.0,0.09702009702009717
43.88,19.200037348845257,68.01242236024848,0.7758343039355182,0.7713732510575054,-24.370906583936573,15.0,4607284000.0,0.0,0.09702009702009717
43.63,19.200037348845257,66.56534954407297,0.740016313833344,0.7651018636126732,-24.80179248534988,15.0,4607284000.0,0.0,0.09702009702009717
43.13,19.200037348845257,55.92286501377409,0.6636345117437941,0.7448083932388975,-25.663564288176488,15.0,4607284000.0,0.0,0.09702009702009717
43.23,19.200037348845257,58.5164835164835,0.6042056410269865,0.7166878427965153,-25.49120992761118,15.0,4607284000.0,0.0,0.09702009702009717
44.72,19.200037348845257,69.8602794411178,0.6696194244707669,0.7072741591313657,-22.923129955187875,15.0,4607284000.0,0.0,0.09702009702009717
45.23,19.200037348845257,71.18320610687024,0.7539223097960104,0.7166037892642947,-22.04412271630473,15.0,4607284000.0,0.0,0.09702009702009717
45.43,19.200037348845257,75.72254335260118,0.8273342876457477,0.7387498889405854,-21.699413995174083,15.0,4607284000.0,0.0,0.09702009702009717
45.93,19.200037348845257,75.81573896353169,0.9153085234237892,0.7740616158372262,-20.837642192347474,15.0,4607284000.0,0.0,0.09702009702009717
46.53,19.200037348845257,77.04918032786887,1.0216665882251164,0.8235826103148043,-19.803516028955535,15.0,4607284000.0,0.0,0.09702009702009717
47.01,19.200037348845257,78.82352941176472,1.1316432305825685,0.8851947343683572,-18.976215098241994,15.0,4607284000.0,0.0,0.09702009702009717
46.63,19.200037348845257,73.50565428109861,1.1745976571522831,0.9430753189251424,-19.63116166839021,15.0,4607284000.0,0.0,0.09702009702009717
47.04,19.200037348845257,80.388978930308,1.2275722345826594,0.9999747020566458,-18.924508790072395,15.0,4607284000.0,0.0,0.09702009702009717
48.77,19.200037348845257,83.75838926174502,1.393092803970191,1.078598322439355,-15.942778352292311,15.0,4607284000.0,0.0,0.09702009702009717
47.76,19.200037348845257,73.05825242718447,1.426328659712894,1.1481443898940629,-17.683557394002076,15.0,4607284000.0,0.0,0.09702009702009717
47.19,19.200037348845257,68.95761741122564,1.3906436046997612,1.1966442328552027,-18.665977249224415,15.0,4607284000.0,0.0,0.09702009702009717
46.7,19.200037348845257,67.11259754738018,1.3077491188097028,1.2188652100461028,-19.510513615994483,15.0,4607284000.0,0.0,0.09702009702009717
47.12,19.200037348845257,72.44094488188978,1.2614044461743674,1.2273730572717558,-18.786625301620138,15.0,4607284000.0,0.0,0.09702009702009717
47.18,19.200037348845257,72.31638418079099,1.2155058628142115,1.224999618380247,-18.683212685280942,15.0,4607284000.0,0.0,0.09702009702009717
47.49,19.200037348845257,68.05736636245115,1.1904228603204814,1.2180842667682938,-18.14891416752844,15.0,4607284000.0,0.0,0.09702009702009717
47.81,19.200037348845257,67.24598930481288,1.1827319283345545,1.2110137990815462,-17.597380213719408,15.0,4607284000.0,0.0,0.056432933249105144
48.51,19.200037348845257,69.2982456140351,1.2190682986779535,1.2126246990008276,-16.390899689762158,15.0,4607284000.0,0.0,0.056432933249105144
48.84,19.200037348845257,68.62996158770811,1.2599692350019538,1.222093606201053,-15.822130299896585,15.0,4607284000.0,0.0,0.056432933249105144
48.92,19.200037348845257,66.39231824417013,1.2840372707543537,1.2344823391117132,-15.68424681144433,15.0,4607284000.0,0.0,0.056432933249105144
49.25,19.200037348845257,65.68627450980395,1.3145858768765564,1.2505030466646818,-15.11547742157877,15.0,4607284000.0,0.0,0.056432933249105144
50.03,19.200037348845257,72.54641909814323,1.3857611565805428,1.277554668647854,-13.771113409169256,15.0,4607284000.0,0.0,0.056432933249105144
49.88,19.200037348845257,69.50549450549453,1.4137673027123796,1.3047971954607593,-14.029644950017236,15.0,4607284000.0,0.0,0.056432933249105144
50.15,19.200037348845257,61.855670103092756,1.4411365932405928,1.332065075016726,-13.564288176490871,15.0,4607284000.0,0.0,0.056432933249105144
49.74,19.200037348845257,68.9655172413794,1.4134500078340295,1.3483420615801867,-14.27094105480869,15.0,4607284000.0,0.0,0.056432933249105144
49.72,19.200037348845257,77.08779443254826,1.3740551046484484,1.353484670193839,-14.305411926921757,15.0,4607284000.0,0.0,0.056432933249105144
49.81,19.200037348845257,86.41686182669793,1.3347108915583306,1.3497299144667374,-14.150293002412962,15.0,4607284000.0,0.0,0.056432933249105144
49.81,19.200037348845257,84.93506493506499,1.2886752728517408,1.337518986143738,-14.150293002412962,15.0,4607284000.0,0.0,0.056432933249105144
50.78,19.200037348845257,87.8151260504202,1.3153006397015403,1.3330753168552985,-12.478455704929338,15.0,4607284000.0,0.0,0.056432933249105144
50.97,19.200037348845257,87.50000000000001,1.336328483931993,1.3337259502706376,-12.150982419855229,15.0,4607284000.0,0.0,0.056432933249105144
51.13,19.200037348845257,87.05357142857146,1.3503380087970882,1.3370483619759277,-11.875215442950706,15.0,4607284000.0,0.0,0.056432933249105144
51.87,19.200037348845257,87.16814159292038,1.4049570039615134,1.3506300903730448,-10.59979317476733,15.0,4607284000.0,0.0,0.056432933249105144
51.79,19.200037348845257,84.54332552693212,1.4253569915808058,1.365575470614597,-10.737676663219586,15.0,4607284000.0,0.0,0.056432933249105144
51.32,19.200037348845257,75.75107296137344,1.3876036258514048,1.3699811016619585,-11.547742157876598,15.0,4607284000.0,0.0,0.056432933249105144
51.08,19.200037348845257,70.0218818380744,1.3230663321790672,1.3605981477653804,-11.961392623233376,15.0,4607284000.0,0.0,0.056432933249105144
51.15,19.200037348845257,64.50777202072538,1.2630092920405716,1.3410803766204187,-11.84074457083765,15.0,4607284000.0,0.0,0.056432933249105144
50.17,19.200037348845257,53.091684434968016,1.123386149002826,1.2975415310969003,-13.529817304377803,15.0,4607284000.0,0.0,0.056432933249105144
52.63,19.200037348845257,68.02325581395353,1.197431992503141,1.2775196233781485,-9.289900034470874,15.0,4607284000.0,0.0,-0.12756627466613513
52.29,19.200037348845257,68.72246696035239,1.2146766619976503,1.2649510311020489,-9.875904860392975,15.0,4607284000.0,0.0,-0.12756627466613513
52.94,19.200037348845257,71.63978494623656,1.2661968257099048,1.26520019002362,-8.755601516718382,15.0,4607284000.0,0.0,-0.12756627466613513
52.12,19.200037348845257,64.13708690330475,1.226718927470678,1.2575039375130317,-10.168907273354025,15.0,4607284000.0,0.0,-0.12756627466613513
50.72,19.200037348845257,54.7544409613375,1.0701283356596463,1.2200288171423548,-12.581868321268535,15.0,4607284000.0,0.0,-0.12756627466613513
50.72,19.200037348845257,49.65116279069766,0.9352482043471895,1.1630726945833219,-12.581868321268535,15.0,4607284000.0,0.0,-0.12756627466613513
50.18,19.200037348845257,45.58659217877095,0.7758378655200815,1.0856257287706739,-13.512581868321275,15.0,4607284000.0,0.0,-0.12756627466613513
49.29,19.200037348845257,40.49586776859502,0.5711051172593002,0.9827216064683991,-15.046535677352644,15.0,4607284000.0,0.0,-0.12756627466613513
46.43,19.200037348845257,26.949152542372886,0.1760454983397821,0.8213863848426757,-19.975870389520857,15.0,4607284000.0,0.0,-0.12756627466613513
47.17,19.200037348845257,31.460674157303387,-0.07644902358678962,0.6418193031567826,-18.70044812133747,15.0,4607284000.0,0.0,-0.12756627466613513
47.73,19.200037348845257,35.69721115537847,-0.22872878836017918,0.46770968485339026,-17.735263702171675,15.0,4607284000.0,0.0,-0.12756627466613513
47.52,19.200037348845257,35.78274760383387,-0.362181837246915,0.30173138043332925,-18.09720785935884,15.0,4607284000.0,0.0,-0.12756627466613513
47.25,19.200037348845257,34.66981132075472,-0.48415010247444457,0.14455508385177449,-18.562564632885216,15.0,4607284000.0,0.0,-0.12756627466613513
45.77,19.200037348845257,33.35854765506808,-0.6922545826102677,-0.02280684944063395,-21.11340916925198,15.0,4607284000.0,0.0,-0.12756627466613513
46.65,19.200037348845257,24.312714776632262,-0.7772110319177088,-0.17368768593604894,-19.59669079627715,15.0,4607284000.0,0.0,-0.12756627466613513
45.7,19.200037348845257,23.102040816326507,-0.91069872260681,-0.32108989327020115,-21.234057221647706,15.0,4607284000.0,0.0,-0.12756627466613513
44.92,19.200037348845257,17.609046849757632,-1.0671269848548803,-0.470297311587137,-22.578421234057224,15.0,4607284000.0,0.0,-0.12756627466613513
44.74,19.200037348845257,18.56899488926743,-1.1918827232560147,-0.6146143939209125,-22.888659083074803,15.0,4607284000.0,0.0,-0.12756627466613513
44.56,19.200037348845257,20.72243346007602,-1.2904020884049956,-0.7497719328177292,-23.19889693209238,15.0,4607284000.0,0.0,-0.12756627466613513
44.35,19.200037348845257,20.31686859273063,-1.3696363250498607,-0.8737448112641555,-23.56084108927956,15.0,4607284000.0,0.0,-0.12756627466613513
44.58,19.200037348845257,23.128598848368455,-1.397758461167065,-0.9785475412447374,-23.164426059979323,15.0,4607284000.0,0.0,-0.12756627466613513
43.77,19.200037348845257,23.307543520309437,-1.468477987057561,-1.0765336304073023,-24.560496380558426,15.0,4607284000.0,0.0,-0.12756627466613513
43.33,22.516419836718438,30.42929292929287,-1.542249946236069,-1.1696768935730557,-25.318855567045855,15.0,4531395000.0,0.0,0.13045464930317552
44.91,22.516419836718438,37.10045662100451,-1.456433105749305,-1.2270281360083055,-22.595656670113765,15.0,4531395000.0,0.0,0.13045464930317552
45.63,22.516419836718438,38.22869955156953,-1.3151642637069756,-1.2446553615480396,-21.354705274043432,15.0,4531395000.0,0.0,0.13045464930317552
46.31,22.516419836718438,43.55697550585728,-1.1352509058252878,-1.2227744704034893,-20.182695622199244,15.0,4531395000.0,0.0,0.13045464930317552
47.54,22.516419836718438,51.40096618357487,-0.883236156421404,-1.1548668076070723,-18.062736987245785,15.0,4531395000.0,0.0,0.13045464930317552
48.15,22.516419836718438,62.55274261603374,-0.6270623652198282,-1.0493059191296235,-17.01137538779732,15.0,4531395000.0,0.0,0.13045464930317552
48.7,22.516419836718438,61.20218579234975,-0.3753357497175145,-0.9145118852472017,-16.063426404688038,15.0,4531395000.0,0.0,0.13045464930317552
48.55,22.516419836718438,67.06586826347299,-0.18580252389983087,-0.7687700129777275,-16.32195794553603,15.0,4531395000.0,0.0,0.13045464930317552
48.54,22.516419836718438,73.8786279683377,-0.035988144425580515,-0.6222136392672981,-16.33919338159256,15.0,4531395000.0,0.0,0.13045464930317552
48.19,22.516419836718438,72.25806451612898,0.05387768729270448,-0.48699537395529763,-16.942433643571192,15.0,4531395000.0,0.0,0.13045464930317552
48.47,22.516419836718438,74.90445859872607,0.14600758180370121,-0.36039478280349785,-16.459841433988288,15.0,4531395000.0,0.0,0.13045464930317552
49.61,22.516419836718438,79.9544419134396,0.3074653899612798,-0.22682274825054233,-14.49500172354361,15.0,4531395000.0,0.0,0.13045464930317552
49.47,22.516419836718438,78.13578826237051,0.41929170244984704,-0.09759985811046447,-14.736297828335063,15.0,4531395000.0,0.0,0.13045464930317552
49.87,22.516419836718438,86.83574879227042,0.5340354891294936,0.028727211337527148,-14.046880386073775,15.0,4531395000.0,0.0,0.13045464930317552
49.7,22.516419836718438,89.76279650436955,0.6042873392160573,0.14383923691323316,-14.339882799034815,15.0,4531395000.0,0.0,0.13045464930317552
49.65,22.516419836718438,86.57407407407402,0.6484528931104805,0.24476196815268264,-14.426059979317484,15.0,4531395000.0,0.0,0.13045464930317552
48.89,22.516419836718438,74.99999999999997,0.6150389778641099,0.31881737009496813,-15.73595311961393,15.0,4531395000.0,0.0,0.13045464930317552
49.95,22.516419836718438,76.37681159420288,0.6664093977951353,0.38833577563500155,-13.90899689762151,15.0,4531395000.0,0.0,0.13045464930317552
49.94,22.516419836718438,71.12676056338022,0.6982647479086808,0.4503215700897374,-13.926232333678051,15.0,4531395000.0,0.0,0.13045464930317552
49.48,22.516419836718438,62.02531645569616,0.6785700535770331,0.4959712667871966,-14.719062392278534,15.0,4531395000.0,0.0,0.13045464930317552
